interest,topic,difficulty,learning_step_order,learning_step,description,domain_id
Blockchain,Advanced Smart Contract Security Implementation,Intermediate,85,Advanced Smart Contract Security Implementation,"Master Smart Contract Security to build robust, industry-level Blockchain projects. This module covers advanced techniques and real-world deployment strategies. Level 8 specialization.",8
Blockchain,Advanced Oracles (Chainlink) Implementation,Intermediate,86,Advanced Oracles (Chainlink) Implementation,"Master Oracles (Chainlink) to build robust, industry-level Blockchain projects. This module covers advanced techniques and real-world deployment strategies. Level 8 specialization.",8
Blockchain,Advanced Stablecoin Mechanics Implementation,Intermediate,87,Advanced Stablecoin Mechanics Implementation,"Master Stablecoin Mechanics to build robust, industry-level Blockchain projects. This module covers advanced techniques and real-world deployment strategies. Level 8 specialization.",8
Blockchain,Advanced DAO Governance Tokens Implementation,Intermediate,88,Advanced DAO Governance Tokens Implementation,"Master DAO Governance Tokens to build robust, industry-level Blockchain projects. This module covers advanced techniques and real-world deployment strategies. Level 8 specialization.",8
Blockchain,Advanced EVM Opcode Analysis Implementation,Intermediate,89,Advanced EVM Opcode Analysis Implementation,"Master EVM Opcode Analysis to build robust, industry-level Blockchain projects. This module covers advanced techniques and real-world deployment strategies. Level 8 specialization.",8
Blockchain,Advanced zk-Rollups Architecture Implementation,Intermediate,90,Advanced zk-Rollups Architecture Implementation,"Master zk-Rollups Architecture to build robust, industry-level Blockchain projects. This module covers advanced techniques and real-world deployment strategies. Level 8 specialization.",8
Blockchain,Advanced Zero-Knowledge Proofs Implementation,Intermediate,91,Advanced Zero-Knowledge Proofs Implementation,"Master Zero-Knowledge Proofs to build robust, industry-level Blockchain projects. This module covers advanced techniques and real-world deployment strategies. Level 9 specialization.",8
Blockchain,Advanced Cross-chain Bridges Implementation,Intermediate,92,Advanced Cross-chain Bridges Implementation,"Master Cross-chain Bridges to build robust, industry-level Blockchain projects. This module covers advanced techniques and real-world deployment strategies. Level 9 specialization.",8
Blockchain,Advanced MEV (Miner Extractable Value) Implementation,Intermediate,93,Advanced MEV (Miner Extractable Value) Implementation,"Master MEV (Miner Extractable Value) to build robust, industry-level Blockchain projects. This module covers advanced techniques and real-world deployment strategies. Level 9 specialization.",8
Blockchain,Advanced Consensus Algorithms (PoS/PoW) Implementation,Intermediate,94,Advanced Consensus Algorithms (PoS/PoW) Implementation,"Master Consensus Algorithms (PoS/PoW) to build robust, industry-level Blockchain projects. This module covers advanced techniques and real-world deployment strategies. Level 9 specialization.",8
Blockchain,Advanced Smart Contract Security Implementation,Intermediate,95,Advanced Smart Contract Security Implementation,"Master Smart Contract Security to build robust, industry-level Blockchain projects. This module covers advanced techniques and real-world deployment strategies. Level 9 specialization.",8
Blockchain,Advanced Oracles (Chainlink) Implementation,Intermediate,96,Advanced Oracles (Chainlink) Implementation,"Master Oracles (Chainlink) to build robust, industry-level Blockchain projects. This module covers advanced techniques and real-world deployment strategies. Level 9 specialization.",8
Blockchain,Advanced Stablecoin Mechanics Implementation,Intermediate,97,Advanced Stablecoin Mechanics Implementation,"Master Stablecoin Mechanics to build robust, industry-level Blockchain projects. This module covers advanced techniques and real-world deployment strategies. Level 9 specialization.",8
Blockchain,Advanced DAO Governance Tokens Implementation,Intermediate,98,Advanced DAO Governance Tokens Implementation,"Master DAO Governance Tokens to build robust, industry-level Blockchain projects. This module covers advanced techniques and real-world deployment strategies. Level 9 specialization.",8
Blockchain,Advanced EVM Opcode Analysis Implementation,Intermediate,99,Advanced EVM Opcode Analysis Implementation,"Master EVM Opcode Analysis to build robust, industry-level Blockchain projects. This module covers advanced techniques and real-world deployment strategies. Level 9 specialization.",8
Blockchain,Advanced zk-Rollups Architecture Implementation,Intermediate,100,Advanced zk-Rollups Architecture Implementation,"Master zk-Rollups Architecture to build robust, industry-level Blockchain projects. This module covers advanced techniques and real-world deployment strategies. Level 9 specialization.",8
UI/UX Design,Design Thinking,Beginner,1,Design Thinking,"Understanding empathy, ideation, and the user-centric process.",9
UI/UX Design,Wireframing Basics,Beginner,2,Wireframing Basics,Creating low-fidelity sketches of application layouts.,9
UI/UX Design,Typography & Color,Beginner,3,Typography & Color,Mastering visual hierarchy and emotional design.,9
UI/UX Design,Prototyping (Figma),Beginner,4,Prototyping (Figma),Building interactive mockups for user testing.,9
UI/UX Design,User Research,Beginner,5,User Research,Conducting interviews and surveys to gather user insights.,9
UI/UX Design,Usability Testing,Beginner,6,Usability Testing,Identifying friction points in your interface design.,9
UI/UX Design,Accessibility in UI,Beginner,7,Accessibility in UI,Designing for users with varying abilities (WCAG).,9
UI/UX Design,Design Systems,Beginner,8,Design Systems,Creating reusable component libraries for consistency.,9
UI/UX Design,Mobile vs Desktop UX,Beginner,9,Mobile vs Desktop UX,Adapting designs for different screen sizes and contexts.,9
UI/UX Design,Interface Micro-interactions,Beginner,10,Interface Micro-interactions,Adding delight with subtle animations and feedback.,9
UI/UX Design,Motion Design Systems,Beginner,11,Motion Design Systems,"Master Motion Design Systems to build robust, industry-level UI/UX Design projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",9
UI/UX Design,Voice User Interface (VUI),Beginner,12,Voice User Interface (VUI),"Master Voice User Interface (VUI) to build robust, industry-level UI/UX Design projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",9
UI/UX Design,Cognitive Psychology in UX,Beginner,13,Cognitive Psychology in UX,"Master Cognitive Psychology in UX to build robust, industry-level UI/UX Design projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",9
UI/UX Design,Advanced Auto Layout,Beginner,14,Advanced Auto Layout,"Master Advanced Auto Layout to build robust, industry-level UI/UX Design projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",9
UI/UX Design,Design Handoff Optimization,Beginner,15,Design Handoff Optimization,"Master Design Handoff Optimization to build robust, industry-level UI/UX Design projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",9
UI/UX Design,Inclusive Design Research,Foundational,16,Inclusive Design Research,"Master Inclusive Design Research to build robust, industry-level UI/UX Design projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",9
UI/UX Design,AR Interface Patterns,Foundational,17,AR Interface Patterns,"Master AR Interface Patterns to build robust, industry-level UI/UX Design projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",9
UI/UX Design,Data-driven Design Decisions,Foundational,18,Data-driven Design Decisions,"Master Data-driven Design Decisions to build robust, industry-level UI/UX Design projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",9
UI/UX Design,Emotional Design Frameworks,Foundational,19,Emotional Design Frameworks,"Master Emotional Design Frameworks to build robust, industry-level UI/UX Design projects. This module covers advanced techniques and real-world deployment strategies. Level 1 specialization.",9
